,dataset_name,model_name,mean_test_accuracy,exp_params,tot_experiment,x_type,edge_type
2935,Cora,GNN,0.088,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.01, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
2936,Cora,GNN,0.204,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.01, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
2937,Cora,GNN,0.102,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.01, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
2938,Cora,GNN,0.128,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.01, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
2939,Cora,GNN,0.118,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.01, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
2940,Cora,GNN,0.77,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.05, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
2941,Cora,GNN,0.768,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.05, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
2942,Cora,GNN,0.742,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.05, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
2943,Cora,GNN,0.782,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.05, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
2944,Cora,GNN,0.46,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.05, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
2945,Cora,GNN,0.152,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.05, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
2946,Cora,GNN,0.182,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.05, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
2947,Cora,GNN,0.09,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.05, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
2948,Cora,GNN,0.546,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.05, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
2949,Cora,GNN,0.128,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.05, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
2950,Cora,GNN,0.282,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.05, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
2951,Cora,GNN,0.128,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.05, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
2952,Cora,GNN,0.532,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.0001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
2953,Cora,GNN,0.256,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.0001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
2954,Cora,GNN,0.15,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.0001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
2955,Cora,GNN,0.38,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.0001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
2956,Cora,GNN,0.128,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.0001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
2957,Cora,GNN,0.166,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.0001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
2958,Cora,GNN,0.102,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.0001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
2959,Cora,GNN,0.098,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.0001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
2960,Cora,GNN,0.216,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.0001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
2961,Cora,GNN,0.142,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.0001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
2962,Cora,GNN,0.15,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.0001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
2963,Cora,GNN,0.122,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.0001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
2964,Cora,GNN,0.69,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.0005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
2965,Cora,GNN,0.472,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.0005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
2966,Cora,GNN,0.618,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.0005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
2967,Cora,GNN,0.458,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.0005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
2968,Cora,GNN,0.196,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.0005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
2969,Cora,GNN,0.158,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.0005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
2970,Cora,GNN,0.152,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.0005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
2971,Cora,GNN,0.098,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.0005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
2972,Cora,GNN,0.176,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.0005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
2973,Cora,GNN,0.146,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.0005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
2974,Cora,GNN,0.098,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.0005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
2975,Cora,GNN,0.116,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.0005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
2976,Cora,GNN,0.672,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
2977,Cora,GNN,0.702,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
2978,Cora,GNN,0.764,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
2979,Cora,GNN,0.156,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
2980,Cora,GNN,0.138,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
2981,Cora,GNN,0.104,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
2982,Cora,GNN,0.092,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
2983,Cora,GNN,0.104,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
2984,Cora,GNN,0.226,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
2985,Cora,GNN,0.158,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
2986,Cora,GNN,0.12,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
2987,Cora,GNN,0.12,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
2988,Cora,GNN,0.762,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
2989,Cora,GNN,0.694,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
2990,Cora,GNN,0.714,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
2991,Cora,GNN,0.686,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
2992,Cora,GNN,0.084,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
2993,Cora,GNN,0.104,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
2994,Cora,GNN,0.078,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
2995,Cora,GNN,0.108,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
2996,Cora,GNN,0.1,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
2997,Cora,GNN,0.106,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
2998,Cora,GNN,0.17,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
2999,Cora,GNN,0.1,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
3000,Cora,GNN,0.804,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.01, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
3001,Cora,GNN,0.776,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.01, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
3002,Cora,GNN,0.802,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.01, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
3003,Cora,GNN,0.762,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.01, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
3004,Cora,GNN,0.182,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.01, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
3005,Cora,GNN,0.072,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.01, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
3006,Cora,GNN,0.1,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.01, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
3007,Cora,GNN,0.1,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.01, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
3008,Cora,GNN,0.15,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.01, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
3009,Cora,GNN,0.112,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.01, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
3010,Cora,GNN,0.122,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.01, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
3011,Cora,GNN,0.1,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.01, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
3012,Cora,GNN,0.756,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.05, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
3013,Cora,GNN,0.782,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.05, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
3014,Cora,GNN,0.712,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.05, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
3015,Cora,GNN,0.75,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.05, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
3016,Cora,GNN,0.476,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.05, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
3017,Cora,GNN,0.104,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.05, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
3018,Cora,GNN,0.206,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.05, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
3019,Cora,GNN,0.104,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.05, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
3020,Cora,GNN,0.454,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.05, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
3021,Cora,GNN,0.118,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.05, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
3022,Cora,GNN,0.222,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.05, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
3023,Cora,GNN,0.132,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.05, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
3024,Cora,GNN,0.184,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'add', 'lr': 0.0001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
3025,Cora,GNN,0.286,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'add', 'lr': 0.0001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
3026,Cora,GNN,0.142,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'add', 'lr': 0.0001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
3027,Cora,GNN,0.27,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'add', 'lr': 0.0001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
3028,Cora,GNN,0.102,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'mean', 'lr': 0.0001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
3029,Cora,GNN,0.1,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'mean', 'lr': 0.0001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
3030,Cora,GNN,0.092,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'mean', 'lr': 0.0001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
3031,Cora,GNN,0.112,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'mean', 'lr': 0.0001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
3032,Cora,GNN,0.12,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'max', 'lr': 0.0001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
3033,Cora,GNN,0.134,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'max', 'lr': 0.0001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
3034,Cora,GNN,0.196,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'max', 'lr': 0.0001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
3035,Cora,GNN,0.092,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'max', 'lr': 0.0001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
3036,Cora,GNN,0.722,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'add', 'lr': 0.0005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
3037,Cora,GNN,0.122,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'add', 'lr': 0.0005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
3038,Cora,GNN,0.636,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'add', 'lr': 0.0005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
3039,Cora,GNN,0.26,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'add', 'lr': 0.0005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
3040,Cora,GNN,0.108,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'mean', 'lr': 0.0005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
3041,Cora,GNN,0.086,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'mean', 'lr': 0.0005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
3042,Cora,GNN,0.082,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'mean', 'lr': 0.0005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
3043,Cora,GNN,0.1,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'mean', 'lr': 0.0005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
3044,Cora,GNN,0.124,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'max', 'lr': 0.0005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
3045,Cora,GNN,0.102,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'max', 'lr': 0.0005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
3046,Cora,GNN,0.1,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'max', 'lr': 0.0005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
3047,Cora,GNN,0.12,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 100, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'max', 'lr': 0.0005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
